INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
NCSU,64,"NOV 01, 1984",Vice Provost,280765.00,Exec Vice Chancellor & Provost,SVP-Acad Strategy & Res Mgmt
NCSU,63,"AUG 16, 1991",Lecturer,47609.00,English,Senior Lecturer
NCSU,39,"JAN 01, 2017",Associate Professor,88192.00,"Parks, Recreation & Tourism Mg",Assoc Professor
NCSU,74,"JAN 01, 1998",Lecturer,51251.00,Communication,Senior Lecturer
NCSU,34,"JUL 01, 2018",Assistant Professor,83000.00,"Marine, Earth And Atmospheric",Asst Professor
NCSU,53,"FEB 18, 2002",Professor,154736.00,Dept of Clinical Sciences,Professor
NCSU,51,"NOV 22, 2004",Extension / Engagement / Public Service Professional,66625.00,SE Climate Science Center,Asst Director
NCSU,55,"JUL 30, 2012",Communications Operator,43656.00,Public Safety,Public Safety Telecom - Shift
NCSU,51,"AUG 07, 2000","Laboratory Professional, Physical Sciences, Research Operations",96878.00,Nuclear Reactor Program,Manager
NCSU,44,"APR 01, 2020","Research Professional, Life Sciences",71000.00,University Field Laboratories,Research Project Coordinator
NCSU,55,"JUN 07, 2004",Service / Maintenance Supervisor,67279.00,Utilities & Engineering,Facilities Maint Supervisor
NCSU,25,"JUN 03, 2019",Extension / Engagement / Public Service Professional,43000.00,Southeast District - Brunswick,Asst Extension Agent [04]
NCSU,53,"DEC 01, 1998",Research Asst/Technician/Technologist,50232.00,Crop & Soil Sciences,Research Specialist-Nonexempt
NCSU,40,"MAY 03, 2005",Administrative Assistant,50218.00,Ofc of Research & Innovation,University Program Associate
NCSU,48,"AUG 18, 2008","Finance / Budget Professional, Budget Analyst",58439.00,Budget Office,Budget Analyst
NCSU,47,"JAN 12, 1999","Laboratory Professional, Life Sciences, Research Operations",49079.00,Central Crops Research Station,Research Operation Manager-Exe
NCSU,52,"APR 02, 2012",Communications Specialist,57120.00,Fitts Dept Indust & Syst Engr,Public Comm Specialist
NCSU,65,"JUL 14, 1989",Professor,150639.00,Biological Sciences,Professor
NCSU,29,"SEP 04, 2018",Administrative / Office / Clerical Lead,31668.00,Northeast District - Beaufort,COSS Support Specialist
NCSU,59,"JUL 01, 2020","Instructional Design / Instructional Media Professional, Online Designer Sr.",85000.00,BTEC-Biomfg Training Ed Ctr,Instructional Designer
NCSU,58,"JAN 01, 2007","Research Professional, Medical Sciences, Senior Research Scholar",79900.00,Ctr Fam & Community Engagement,Asst Director
NCSU,30,"OCT 10, 2018","Development / Fundraising Professional, Annual Giving",65000.00,Dean's Office-Poole COM,Assoc Director of Devlopment
NCSU,73,"NOV 01, 1997",Administrative Assistant,49858.00,Music,Administrative Support Special
NCSU,50,"OCT 16, 1995",Field Faculty AC,70917.00,Southeast District - Wilson,Extension Agent [12]
NCSU,50,"AUG 01, 1995",Field Faculty AC,70842.00,Southeast District - County Op,Area Spec Agent [11]
NCSU,35,"JAN 02, 2018","Research Professional, Conservation / Forestry",61500.00,Tree Improvement Cooperative,Tree Improvement Analyst
NCSU,55,"DEC 15, 2017","Extension / Engagement / Public Service Professional, Agricultural",64000.00,Ctr for Env Farming Sys (CEFS),Extension Assoc
NCSU,45,"JUN 19, 2006",Veterinary Technician,41103.00,CVM Teaching Hospital,Medical Support Tech - Shift
NCSU,28,"SEP 08, 2020",Extension / Engagement / Public Service Professional,46000.00,South Central District - Moore,Asst Extension Agent [13]
NCSU,58,"JUN 28, 2000","Assoc/Asst Dean, Engineering",213247.00,Associate Dean For Academic Af,Assoc Dean - Engineering
NCSU,43,"JAN 01, 2006",Academic Services Professional,64706.00,Advanced Analytics,Coordinator
NCSU,33,"JAN 22, 2018",Assistant Professor,85000.00,Forest Biomaterials,Asst Professor
NCSU,29,"JUL 01, 2020",Assistant Professor,40000.00,"Textile & Apparel, Technology",Asst Teaching Professor
NCSU,61,"OCT 16, 1995",Professor,134811.00,"Dept-Population,Health,Pathobi",Professor
NCSU,38,"JUN 13, 2011","Academic Services Professional, Study Abroad Advisor",68570.00,Study Abroad,Assoc Director
NCSU,32,"MAR 09, 2016","Academic Advising Professional, Advisor/Coordinator",47000.00,Public & International Affairs,Academic Advisor
NCSU,45,"MAY 01, 2007",Extension / Engagement / Public Service Professional,50851.00,North Central District- Davids,"Asst Extension Agent [04,22]"
NCSU,26,"JUN 01, 2016",Extension / Engagement / Public Service Professional,43625.00,North Central District- Randol,Asst Extension Agent [17]
NCSU,51,"MAY 03, 2010",Functional Paraprofessional,34596.00,Southeast District - Brunswick,Program Associate [04]
NCSU,64,"OCT 01, 1993",Functional Paraprofessional,34811.00,Northeast District - Northampt,Program Associate [03]
NCSU,34,"JUL 01, 2013",Textile Skilled Worker,55000.00,Nonwovens Institute,Specialty Trades Technician
NCSU,38,"JUN 16, 2003",Field Faculty AC,55591.00,Northeast District - Pasquotan,Assoc Extension Agent [03]
NCSU,44,"AUG 29, 2007",General Maintenance Lead/Supervisor,50008.00,McKimmon Conf & Training Ctr,Building Environmental Spvsr
NCSU,39,"OCT 02, 2017","Academic Advising Professional, Advisor/Coordinator",52125.00,Exploratory Studies,Academic Advisor
NCSU,44,"JUL 01, 2015",Lecturer,40000.00,English,Lecturer
NCSU,57,"MAY 27, 2015",Custodian / Housekeeper,33072.00,Housekeeping Svcs-Reg3,Building Environmental Technic
NCSU,32,"AUG 03, 2020",Accounting Assistant,40000.00,University Cashier's Office,University Program Associate
NCSU,44,"SEP 30, 2017",Event / Conference Management Professional,67275.00,Office of Prof Development,University Program Manager
NCSU,40,"JUN 21, 2011",Academic Advising Professional,80000.00,PCOM OUP,Director
NCSU,26,"FEB 18, 2019","Athletics Training Professional, Trainer",41000.00,Athletics-Student Welfare &Dev,Asst Athletics Trainer
NCSU,55,"APR 16, 2007",Administrative / Office / Clerical Lead,32735.00,South Central District - Anson,COSS Administrative Assistant
NCSU,48,"FEB 01, 1997","Research Professional, Life Sciences, Research Associate",64000.00,For & Envir Res Acad Research,Research Assoc
NCSU,67,"SEP 01, 1989",Professor,172895.00,Biological Sciences,Professor
NCSU,40,"AUG 22, 2013",Technology Transfer Professional,75000.00,Research - Office Of Technolog,Manager
NCSU,36,"JUL 01, 2020",Assistant Professor,90000.00,Physics,Asst Professor
NCSU,31,"JAN 13, 2020",Administrative Assistant,41000.00,Electrical & Computer Engr.,Administrative Support Spec
NCSU,40,"FEB 03, 2014",Extension / Engagement / Public Service Professional,54951.00,South Central District- Cabarr,Assoc Extension Agent [03]
NCSU,60,"NOV 12, 2018",Foodservice Lead/Supervisor,38374.00,Dining and Catering Operations,Food Service Supervisor-Shift
NCSU,61,"APR 02, 2018",Academic Services Professional,135000.00,NG Pwr Elec Natl Mfg Innovatio,Director
NCSU,36,"JUL 01, 2006",Associate Professor,74565.00,Applied Ecology,Teaching Assoc Professor
NCSU,37,"SEP 16, 2013","Research Professional, Life Sciences, Research Associate",51250.00,Integrated Pest Mgmt-Research,Research Assoc
NCSU,66,"JUL 20, 2011",Custodian / Housekeeper,31200.00,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
NCSU,44,"AUG 16, 2008",Professor,64797.00,Music,Teaching Professor
NCSU,34,"APR 20, 2015","IT Applications Professional, Web Developer",80000.00,University Communications,Bus & Tech App Analyst
NCSU,31,"AUG 28, 2019",Student Counseling / Student Health Professional AD,35568.00,Counseling Services,Counseling Center Fellow
NCSU,30,"NOV 16, 2015",Extension / Engagement / Public Service Professional,43154.00,Northeast District - Chowan,Asst Extension Agent [09]
NCSU,33,"JUL 30, 2008",Research Asst/Technician/Technologist,40170.00,Dairy And Process Applications,Research Technician-Nonexempt
NCSU,24,"OCT 08, 2018",Administrative Assistant,38000.00,CHASS Development,Administrative Support Special
NCSU,52,"JUL 07, 1998",Associate Professor,87921.00,Horticultural Science,Assoc Professor
NCSU,45,"OCT 01, 2018",Administrative Assistant,40134.00,Office of Prof Development,Administrative Support Spec
NCSU,37,"DEC 16, 2020","IT Systems Support Professional, Systems Administrator",99000.00,College of Sciences - Dean,IT System Administrator II
NCSU,61,"DEC 12, 2019",Grounds / Landscape Worker,36000.00,G&BS-Landscape Construction Sv,Horticultural Specialist
NCSU,45,"JUL 01, 2003",Assistant Professor,70147.00,Biological Sciences,Teaching Assoc Professor
NCSU,45,"JAN 01, 2005",Assistant Professor,89182.00,Adv Self-pwr Sys Integr SensrT,Research Asst Professor
NCSU,62,"JUL 16, 2001",Research Asst/Technician/Technologist,50197.00,Lower Coastal Plain Tobacco Re,Research Specialist-Nonexempt
NCSU,27,"DEC 09, 2019",Trades Helper,40290.00,G&BS-Trade Shops,Facilities Maint Tech - Bldg T
NCSU,51,"JUN 03, 2004",Accounting Professional,63000.00,Electrical & Computer Engr.,Accountant
NCSU,48,"JAN 23, 1995",Engineering Technical/Paraprofessional,58116.00,BM&O-Centennial Campus,Engr'g/Architectural Tech'n
NCSU,26,"JUL 30, 2017",Foodservice Lead/Supervisor,34093.00,Dining and Catering Operations,Food Service Supervisor-Shift
NCSU,51,"JUL 01, 2000",Professor,128669.00,"Sci, Tech, Engr & Math (STEM)","Professor, Univ Fac Scholar"
NCSU,50,"JUL 01, 2019",Assistant Professor,52000.00,Health and Exercise Studies,Teaching Asst Professor
NCSU,57,"JUL 01, 2006",Professor,200000.00,College Of Education,Assoc Dean - Education
NCSU,32,"MAR 04, 2019",Skilled Craft Worker,39500.00,Const Svcs-Const Shop,Facilities Maint Tech - Mechan
NCSU,41,"JUL 01, 2017",Assistant Professor,82000.00,"Parks, Recreation & Tourism Mg",Asst Professor
NCSU,66,"FEB 04, 2013","IT Client Support Professional, User Services Director",135010.00,CALS IT,Director
NCSU,33,"NOV 11, 2017",Foodservice Lead/Supervisor,32136.00,Dining and Catering Operations,Food Service Technician-Shift
NCSU,33,"AUG 01, 2018","Research Professional, Life Sciences, Research Associate",50000.00,Plant and Microbial Biology,Research Assoc
NCSU,46,"SEP 01, 2006","Business Operations Professional, Dept Business Mgr",60000.00,Foundations Accounting & Inves,Business Officer
NCSU,52,"SEP 12, 2001",Mail Carrier,35374.00,Libraries,Support Services Associate
NCSU,43,"JAN 26, 2005","Academic Advising Professional, Advisor/Coordinator",45715.00,Biological Sciences,Academic Advisor
NCSU,23,"JUN 28, 2019",Trades Helper,35500.00,BM&O-Orig Campus,Facilities Maint Tech - Mechan
NCSU,51,"NOV 19, 2018","Research Professional, Life Sciences, Research Scholar",120000.00,Computer Science-engr,Research Scholar
NCSU,45,"JUL 22, 2002","Institutional Policy / Compliance Professional, Athletics",110500.00,Athletics - Administration,Assoc Director
NCSU,45,"JUL 01, 2006","Assoc/Asst Dean, Social Sciences",90414.00,History,Asst Dean - Diversity Programs
NCSU,27,"AUG 02, 2016",Development / Fundraising Professional,48348.00,Agriculture Related Foundation,University Program Specialist
NCSU,46,"NOV 29, 1999",Executive Assistant,54101.00,"Dept-Population,Health,Pathobi",Executive Assistant
NCSU,33,"SEP 09, 2019",Student Affairs / Student Services Professional,58000.00,Wellness and Recreation,Program Specialist
NCSU,34,"JAN 30, 2017",Administrative Assistant,41000.00,Counseling Services,Administrative Support Spec
NCSU,55,"MAR 05, 2018",Skilled Craft Worker,40875.00,Housing Facilities Admin,Facilities Maint Tech - Mechan
NCSU,58,"AUG 16, 1995",Professor,171348.00,Fitts Dept Indust & Syst Engr,Professor
NCSU,49,"AUG 01, 1997",Student Affairs / Student Services Professional,61780.00,College of Natural Resources,Student Services Specialist
NCSU,50,"JUN 28, 2007",Student Admissions / Recruitment Professional,60136.00,CHASS Academic Affairs,Director
NCSU,38,"NOV 30, 2010","Research Professional, Physical Sciences, Research Associate",75372.00,NC Inst of Climate Studies,Research Assoc
NCSU,47,"JUN 28, 2012",Trades Helper,44827.00,Housing Facilities Admin,Facilities Maint Tech - Bldg T
NCSU,31,"SEP 29, 2014",HR Coordinator,42000.00,Onboarding Center,Human Resources Specialist
NCSU,43,"AUG 16, 2000",Assistant Professor,83000.00,For & Envir Res Acad Research,Asst Professor
NCSU,35,"JAN 12, 2009",Department Assistant,51000.00,Gregg Museum,University Program Specialist
NCSU,35,"JUL 05, 2016",Administrative Assistant,40841.00,Applied Ecology,Administrative Support Spec
NCSU,42,"MAY 19, 2008","Research Professional, Physical Sciences, Research Associate",55677.00,METRIC Mass Spectrometry,Research Assoc
NCSU,29,"MAR 25, 2019",Communications Specialist,53000.00,Office of Global Engagement,Public Comm Specialist
NCSU,46,"JUL 08, 2009",Veterinarian AD,88611.00,CVM Teaching Hospital,Clinical Veterinary Instructor
NCSU,53,"AUG 02, 2018",Academic Services Professional,60000.00,TELS,Literacy Coach
NCSU,39,"DEC 18, 2017",Communications Specialist,51000.00,Sea Grant Program,Public Comm Specalist
NCSU,33,"MAY 26, 2020","Clerk, Materials",31500.00,Property Management,Support Services Associate
NCSU,28,"SEP 10, 2018",Administrative Assistant,42000.00,CALS Business Office,Administrative Support Spec
NCSU,64,"AUG 16, 1987",Professor,125982.00,"Marine, Earth And Atmospheric",Professor
NCSU,44,"SEP 05, 2018",Custodian / Housekeeper,31200.00,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
NCSU,46,"MAY 13, 2004",Custodian / Housekeeper,31200.00,Housekeeping Services-Reg1,Building Environmental Technic
NCSU,61,"NOV 22, 2010",Student Services Coordinator,44500.00,Biological Sciences,Graduate Services Coordinator
NCSU,37,"JAN 18, 2017","Research Professional, Life Sciences, Research Associate",51500.00,"Dept-Population,Health,Pathobi",Research Assoc
NCSU,42,"JUN 06, 2017",Custodian / Housekeeper,31200.00,Housekeeping Svcs-Reg3,Building Enviro Tech'n - Shift
NCSU,47,"FEB 19, 2007","Accounting Professional, Accountant",78000.00,Foundations Accounting & Inves,Accountant
NCSU,36,"JUL 12, 2012",Department Assistant,55000.00,Exec Vice Chancellor & Provost,University Program Specialist
NCSU,45,"APR 14, 2005",Custodian / Housekeeper,31200.00,Housekeeping Svcs-Reg3,Building Environmental Technic
NCSU,43,"FEB 15, 2010","Communications / Marketing Professional, Editor",58941.00,Forest Biomaterials,Editor
NCSU,50,"JUN 06, 2016",Extension / Engagement / Public Service Professional,63797.00,South Central District- Iredel,Assoc Extension Agent [13]
NCSU,55,"DEC 01, 1998","IT Client Support Professional, Specialist",76337.00,College Of Education,Technology Support Specialist
NCSU,35,"APR 03, 2017",Functional Paraprofessional,33776.00,Southeast District - Brunswick,Program Assistant [13]
NCSU,56,"JUL 24, 1989",Research Asst/Technician/Technologist,48239.00,Crop & Soil Sciences,Research Technician-Nonexempt
NCSU,43,"JUL 01, 2017",Associate Professor,100403.00,Crop & Soil Sciences,Assoc Professor
NCSU,69,"DEC 01, 1992","Laboratory Professional, Physical Sciences, Lab Coordinator",59549.00,Fitts Dept Indust & Syst Engr,Research Operation Manager-Exe
NCSU,49,"JAN 06, 2003",Extension / Engagement / Public Service Professional,55620.00,North Central District- Randol,Asst Ext Agent [04]
NCSU,49,"FEB 25, 2019","IT Client Support Professional, Specialist",61516.00,DELTA,Technology Support Analyst
NCSU,51,"AUG 15, 2020","Librarian AC, Academic",67000.00,Libraries,Librarian
NCSU,64,"MAR 09, 2016",Accounting Assistant,30773.00,Public & International Affairs,Administrative Support Spec
NCSU,27,"DEC 22, 2020",Assistant Professor,82000.00,Animal Science,Asst Professor
NCSU,63,"APR 29, 2013",Professor,142734.00,"Textile & Apparel, Technology",Professor
NCSU,58,"OCT 30, 2006","Research / Sponsored Projects Development Professional, Specialist",78928.00,College Of Veterinary Medicine,Director
NCSU,32,"APR 15, 2019",Extension / Engagement / Public Service Professional,48000.00,North Central District- Yadkin,Asst Extension Agent [13]
NCSU,48,"JUL 16, 2007",Accounting Professional,71254.00,Ofc of Research & Innovation,Accountant
NCSU,57,"SEP 11, 1999",Extension / Engagement / Public Service Professional,57120.00,Institute for Emerging Issues,University Program Specialist
NCSU,70,"AUG 23, 1982",Lecturer,60700.00,Health and Exercise Studies,Lecturer
NCSU,59,"AUG 16, 1994",Professor,280847.00,Computer Science-engr,Director
NCSU,53,"JUL 01, 1999",Professor,150718.00,"Parks, Recreation & Tourism Mg",Professor
NCSU,71,"AUG 18, 1980",Professor,99999.00,Philosophy & Religious Studies,Professor
NCSU,35,"AUG 08, 2016","Librarian AC, Other",80134.00,NC Live,Librarian
NCSU,26,"OCT 13, 2020",Animal Care Technician,31200.00,Animal Resources,Research Technician-Nonexempt
NCSU,64,"OCT 01, 1982","Librarian AC, Reference & Instruction",63646.00,Libraries,Librarian
NCSU,67,"JUL 01, 1984",Professor,143516.00,"Marine, Earth And Atmospheric",Professor
NCSU,31,"OCT 23, 2017","Clerk, Materials",32000.00,CVM Teaching Hospital,Support Services Associate
NCSU,38,"AUG 16, 2006",Assistant Professor,81610.00,Civil Const & Environ Engineer,Research Asst Professor
NCSU,43,"JUL 13, 1999",IT (Information Technology) Professional,84879.00,Technology Support Services,IT Manager - Tech Support
NCSU,53,"JAN 01, 2011",Associate Professor,57280.00,Interdisciplinary Studies,Assoc Teaching Professor
NCSU,29,"MAR 19, 2018",Grounds / Landscape Worker,43500.00,G&BS-Grounds,Horticultural Specialist
NCSU,61,"JAN 01, 1993",Professor,137518.00,Dept of Clinical Sciences,Professor
NCSU,35,"JUN 13, 2016",Assistant Professor,196730.00,Accounting-Poole COM,Asst Professor
NCSU,29,"JAN 02, 2018",Accounting Assistant,48000.00,Campus Enterprises,Accounting Technician
NCSU,61,"MAY 26, 2011",Administrative Assistant,32079.00,CALS Personnel Services,Administrative Support Spec
NCSU,33,"JAN 20, 2016",Student Affairs / Student Services Professional,50000.00,MBA Program-Poole COM,University Program Specialist
NCSU,53,"JUN 01, 2020",Communications Specialist,31750.00,"Parks, Recreation & Tourism Mg",Public Comm Specialist
NCSU,51,"AUG 16, 1995",Lecturer,45000.00,English,Senior Lecturer
NCSU,46,"APR 26, 2006",Administrative Assistant,46805.00,Friday Institute,Administrative Support Special
NCSU,29,"JUL 01, 2016","Librarian AC, Collection Development",69160.00,Libraries,Librarian
NCSU,61,"JUL 24, 1997",Research Asst/Technician/Technologist,35075.00,Lower Coastal Plain Tobacco Re,Research Technician-Nonexempt
NCSU,37,"JAN 01, 2005",Administrative Assistant,43467.00,Horticultural Science,Administrative Support Special
NCSU,41,"JUN 29, 2007","Accounting Professional, Accountant",55687.00,CALS Business Office,Budget Specialist
NCSU,40,"DEC 16, 2019","Research Assistants, Technicians, Technologists, Vet Science",48000.00,Animal Resources,Research Specialist-Nonexempt
NCSU,63,"AUG 16, 1988",Associate Professor,62270.00,Health and Exercise Studies,Teaching Assoc Professor
NCSU,37,"OCT 01, 2016",Academic Services Professional,66000.00,College Of Education,Coordinator
NCSU,66,"SEP 23, 1985",Service / Maintenance Supervisor,70158.00,Dining and Catering Operations,Food Service Manager
NCSU,35,"JAN 28, 2019",Accounting Assistant,42800.00,CALS Business Office,Travel Specialist
NCSU,47,"AUG 16, 1996",Professor,149685.00,Crop & Soil Sciences,"Prof.,Univ. Fac Scholar"
NCSU,56,"AUG 23, 2004",General Maintenance Lead/Supervisor,37698.00,Dining and Catering Operations,Support Services Assoc - Shift
NCSU,38,"AUG 08, 2014",Lecturer,58116.00,Physics,Lecturer
NCSU,39,"OCT 15, 2016","IT Applications Professional, Programmer Analyst",80000.00,Institutional Res. & Planning,Bus & Tech App Analyst
NCSU,38,"MAY 07, 2018","IT Systems Support Professional, Systems Administrator",73799.00,Info Tech & Eng Computer Svcs,IT Analyst/Programmer II
NCSU,56,"NOV 13, 1995","Instructional Design / Instructional Media Professional, Specialist",68957.00,DELTA,Technology Support Analyst
NCSU,66,"DEC 03, 2012","IT Applications Professional, Programmer Analyst Sr.",99995.00,NC Inst of Climate Studies,IT Analyst/Programmer III
NCSU,63,"DEC 01, 1995",Chief Campus International Education Administrator,212933.00,Office of Global Engagement,SVP--International Affairs
NCSU,57,"MAY 20, 2002","Research Professional, Agricultural / Food",54616.00,Entomology & Plant Pathology,Research Specialist-Exempt
NCSU,40,"JUN 27, 2011",Professor,127119.00,Chemical & Biomolecular Engr,"Professor, Univ Fac Scholar"
NCSU,57,"SEP 29, 2003","IT (Information Technology) Professional, Information Management Director",145021.00,Shared Services,Director of Platform Developme
NCSU,55,"JUL 05, 2000","Research Professional, Life Sciences, Research Associate",51250.00,Integrated Pest Mgmt-Research,Research Assoc
NCSU,27,"JUL 01, 2020",Assistant Professor,40000.00,"Textile & Apparel, Technology",Asst Teaching Professor
NCSU,56,"NOV 17, 2004",Professor,120554.00,Biological And Agricultural En,Professor
NCSU,40,"JUL 01, 2018","Research Professional, Social Sciences, Research Associate",70000.00,Institute For Trans Research &,Research Assoc
NCSU,47,"OCT 01, 1999","IT Applications Professional, Programmer Analyst Supervisor",123897.00,Enterprise Application Svcs,IT Manager - Bus & Tech App
NCSU,57,"JUL 07, 1997",IT Systems Support Professional,66588.00,Biological And Agricultural En,IT Operations Analyst
NCSU,46,"APR 14, 2011",Associate Professor,91646.00,Plant and Microbial Biology,Assoc Professor
NCSU,31,"JUN 30, 2017",Assistant Professor,121500.00,Ag & Resource Economics,Asst Professor
NCSU,64,"AUG 16, 1997",Professor,121417.00,Mathematics,Professor
NCSU,41,"JUL 01, 2016",Assistant Professor,70150.00,Public & International Affairs,Asst Professor
NCSU,39,"JUL 12, 2020",Veterinarian AD,83000.00,CVM Teaching Hospital,Clinical Veterinary Instructor
NCSU,29,"AUG 01, 2017",General Maintenance Lead/Supervisor,35374.00,Dining and Catering Operations,Support Services Assoc - Shift
NCSU,31,"AUG 19, 2009",Extension / Engagement / Public Service Professional,46569.00,Northeast District - Edgecombe,Asst Area Agent [17]
NCSU,35,"JUL 01, 2016",Assistant Professor,94050.00,Mathematics,Asst Professor
NCSU,29,"DEC 17, 2018","Research Professional, Life Sciences, Research Assistant",45000.00,Biological Sciences,Research Asst
NCSU,69,"JAN 31, 2013",Professor,235941.00,Biomedical Program - ENG,Named Professor
NCSU,64,"JUL 01, 2008",Professor,230328.00,Kannapolis Research,Director
NCSU,43,"DEC 01, 1998",Groundskeeping Lead/Supervisor,40000.00,Athletics-Facilities Admin,Building Environmental Supervi
NCSU,43,"DEC 01, 1998",General Maintenance Lead/Supervisor,48000.00,Athletics-Facilities Admin,Facilities Maint Supervisor
NCSU,28,"AUG 01, 2016",Extension / Engagement / Public Service Professional,47656.00,Northeast District - Perquiman,Asst Extension Agent [07]
NCSU,40,"JAN 13, 2005",Veterinary Technician,24523.00,CVM Teaching Hospital,Medical Support Tech - Shift
NCSU,69,"AUG 20, 1979",Professor,102604.00,Chemical & Biomolecular Engr,Professor
NCSU,48,"SEP 12, 2006",Associate Professor,88942.00,Physics,Assoc Professor
NCSU,54,"JAN 21, 2020","Nursing Professional, Nurse Practitioner",100000.00,Student Health Services,Nurse Practitioner
NCSU,42,"MAY 29, 2015","IT Applications Professional, Programmer Analyst",90177.00,Ofc of Research & Innovation,Bus & Tech App Analyst
NCSU,59,"JAN 22, 2018",Accounting Assistant,41031.00,University Controller,Accounting Technician
NCSU,34,"JUL 01, 2017",Assistant Professor,99910.00,Electrical & Computer Engr.,Asst Professor
NCSU,68,"SEP 15, 2017","IT Systems Support Professional, Principal Systems Analyst",68790.00,Info Tech & Eng Computer Svcs,IT Analyst/Programmer I
NCSU,52,"OCT 01, 2000",Professor,143940.00,"Dept-Population,Health,Pathobi",Clinical Professor
NCSU,68,"FEB 11, 2009",Research Asst/Technician/Technologist,38458.00,Dairy And Process Applications,Research Technician-Nonexempt
NCSU,49,"DEC 13, 2019",Data Reporting Specialist,36720.00,Advancement Services,University Program Associate
NCSU,51,"MAY 30, 2013",Plumber (Journeyman),43260.00,BM&O-Orig Campus,Facilities Maint Tech - Mechan
NCSU,52,"JAN 01, 1996",Associate Professor,71059.00,"Parks, Recreation & Tourism Mg",Teaching Assoc Professor
NCSU,37,"JUL 01, 2016",Assistant Professor,89250.00,Chemistry,Asst Professor
NCSU,46,"AUG 14, 2017",Extension / Engagement / Public Service Professional,57120.00,Urban Affairs & Community Serv,Educational Consultant
NCSU,61,"APR 06, 1993",General Maintenance Lead/Supervisor,51649.00,BM&O-CBC,Facilities Maint Tech - Mechan
NCSU,64,"JUL 01, 1996",Professor,214797.00,Chemistry,Named Professor
NCSU,59,"SEP 03, 1991","Extension / Engagement / Public Service Professional, Agricultural",89262.00,Biological And Agricultural En,Extension Specialist
NCSU,64,"MAY 29, 2007",Department Assistant,41444.00,Engineering-Academic Affairs,University Program Associate
NCSU,66,"JUN 12, 2013",Custodian / Housekeeper,31200.00,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
NCSU,43,"SEP 20, 2007","IT Applications Professional, Programmer Analyst",59489.00,Admissions,Bus & Tech App Analyst
NCSU,48,"AUG 16, 1997",Lecturer,45000.00,English,Senior Lecturer
NCSU,44,"FEB 18, 2019",Distance Education Professional,80000.00,Engineering Online,Assoc Director
NCSU,54,"JUL 20, 2012","Dean, Agriculture",323879.00,Dean's Office - CALS,Dean - Agriculture & Life Sci
NCSU,30,"JUL 11, 2016",Videographer,53518.00,Cals-Communication Services,Visual Arts Specialist
NCSU,55,"NOV 13, 2017",Administrative Assistant,42000.00,Facilities Human Resources,Administrative Support Spec
NCSU,63,"AUG 16, 1991","Research Professional, Physical Sciences,  Senior Research Scholar",100210.00,Electrical & Computer Engr.,Senior Research Scholar
NCSU,41,"AUG 16, 2017",Research / Sponsored Projects Development Professional,107625.00,CALS Business Office,Director of Research Admin.
NCSU,26,"FEB 17, 2020","Research Professional, Physical Sciences, Research Associate",65000.00,Institute For Trans Research &,Research Assoc
NCSU,42,"OCT 31, 2005",Extension / Engagement / Public Service Professional,74460.00,NC Clean Energy Technology Ctr,Sr. Project Manager
NCSU,29,"JUL 01, 2014",Communications / Marketing Professional,44179.00,Athletics-Internal/External Op,University Program Specialist
NCSU,71,"JUL 01, 2005",Professor,180589.00,Civil Const & Environ Engineer,Professor
NCSU,29,"APR 02, 2015",Administrative Assistant,49000.00,Graduate School-Dean's Office,Administrative Support Special
NCSU,66,"NOV 16, 1992","Chief Business Affairs Officer, College/Division",188724.00,Ofc of Research & Innovation,"AVC-Administration, Research"
NCSU,48,"OCT 07, 2019","Research Professional, Physical Sciences,  Senior Research Scholar",90000.00,Electrical & Computer Engr.,Senior Research Scholar
NCSU,57,"DEC 01, 1998",IT Technical Support/Paraprofessional,39326.00,Crop & Soil Sciences,Technology Support Technician
NCSU,41,"JUL 16, 2018",Department Assistant,56500.00,Osher Lifelong Learning Inst.,University Program Specialist
NCSU,29,"MAY 16, 2020",Assistant Professor,78500.00,ELPHD,Asst Professor
NCSU,71,"JUL 01, 1984",Professor,158405.00,"Textile & Apparel, Technology",Professor
NCSU,54,"NOV 10, 2001","Business Operations Professional, Dept Business Mgr",67854.00,Business Services,University Program Specialist
NCSU,55,"AUG 01, 2007",Associate Professor,78860.00,Graphic & Industrial Design,Assoc Professor
NCSU,62,"OCT 16, 2000",Lecturer,84128.00,For & Envir Res Acad Research,Senior Lecturer
NCSU,26,"JUL 17, 2017","Research Professional, Physical Sciences, Research Assistant",56695.00,Computer Science-engr,Research Asst
NCSU,36,"JUN 02, 2008",IT Technical Support/Paraprofessional,45600.00,Technology Support Services,Technology Support Technician
NCSU,53,"AUG 01, 2003",Professor,118737.00,Animal Science,Professor
NCSU,51,"JUL 01, 2003",Professor,103043.00,"Marine, Earth And Atmospheric",Professor
NCSU,34,"JUL 01, 2015",Assistant Professor,98206.00,Mechanical & Aerospace Engr,Asst Professor
NCSU,47,"JUL 01, 2007",Associate Professor,103897.00,Civil Const & Environ Engineer,Named Assoc Professor
NCSU,41,"DEC 06, 2010","Research Professional, Engineering",68754.00,Nuclear Reactor Program,Research Assoc
