INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
ECU,48,"AUG 06, 2007",Medical Technical/Paraprofessional,37191.00,BSOM Physical Med and Rehab,Medical or Nursing Asst
ECU,53,"MAR 17, 2008",Administrative Assistant,38265.00,Graduate School,Admin Support Specialist
ECU,69,"AUG 01, 2009",Professor,58937.00,Geography,Phased Retiree - Professor
ECU,60,"AUG 16, 1998","Assoc/Asst Dean, Education",135000.00,COE Teacher Education,Asst Dean UG Affairs & Ed Prep
ECU,40,"MAR 04, 2013","IT Applications Professional, Web Designer",76995.00,IT Enterprise Info Systems,Tech Support Specialist
ECU,47,"JUL 31, 2013",Office / Admin Support / Clerical Manager,48592.00,BSOM IM Neuro Admin,Business Services Coordi
ECU,27,"JUL 17, 2017",Administrative Assistant,33825.00,HS BSOM ECUP BUS OPS CLINIC FIN,Admin Support Specialist
ECU,54,"JAN 02, 2007",Administrative Assistant,32770.00,Accounts Payable,Admin Support Associate
ECU,34,"JUL 01, 2020",Instructor,90000.00,BSOM IM General Medicine,Clinical Instructor
ECU,36,"AUG 07, 2017",Medical Technical/Paraprofessional,35168.00,BSOM CVS StrucHeart Disease,Medical or Nursing Asst
ECU,64,"JUL 31, 2013",Medical Technical/Paraprofessional,56358.00,BSOM Cardiovascular Science,Medical Diagnostic Techn
ECU,49,"SEP 09, 2013","Lab Asst/Tech, Health/Medicine",62906.00,BSOM Cardiovascular Science,Medical Laboratory Techn
ECU,37,"JAN 16, 2007",Office / Admin Support / Clerical Manager,51900.00,Continuing Studies,University Program Speci
ECU,58,"OCT 29, 2018",Graphical Design Paraprofessional,46415.00,University Printing and Graphic,Visual Arts Specialist
ECU,62,"MAR 17, 2008",Administrative Assistant,33204.00,BSOM FM Clin Serv,Admin Support Specialist
ECU,60,"JAN 04, 2010",Police Officer,52427.00,Police,Public Safety Officer M
ECU,57,"APR 04, 2011",Administrative Assistant,33206.00,BSOM Cardiovascular Science,Admin Support Specialist
ECU,52,"AUG 14, 2000",Instructor,45486.00,Kinesiology,Teaching Instructor
ECU,51,"JUL 01, 1996","Assoc/Asst Dean, Graduate Programs",120737.00,Graduate School,Assoc Dean Grad School
ECU,35,"MAR 04, 2019","Custodian / Housekeeper, Floor Maintenance",32760.00,Hskp Academic Night floor tech,Floor Tech
ECU,66,"JUL 12, 2010",Administrative Assistant,39306.00,Housing Operations,Admin Support Specialist
ECU,46,"JUN 28, 1994",Administrative Assistant,44131.00,Registrar Office,Admin Support Specialist
ECU,36,"MAY 06, 2019",Grounds / Landscape Worker,31200.00,Grounds North Rec HR,Bldg Environmental Tech
ECU,47,"AUG 13, 2012",Associate Professor,67017.00,English,Associate Professor
ECU,43,"OCT 27, 2014",Medical Billing Specialist,55000.00,Office of Institution Intgrty,Medical Coder
ECU,36,"AUG 14, 2017",Assistant Professor,72500.00,Health Education and Promotion,Assistant Professor
ECU,60,"AUG 28, 1985",Grounds / Landscape Worker,47455.00,Grounds HSC HR,Bldg Environmental Super
ECU,44,"NOV 20, 2006",Institutional Research / Analyst,68000.00,Inst PlanningAssessmentResearch,Business Intelligence Analyst
ECU,39,"MAY 11, 2015",Administrative Assistant,34317.00,BSOM OBGYN Maternal Fetal,Admin Support Associate
ECU,41,"OCT 15, 2007",Administrative Assistant,33204.00,HS BSOM ECUP BUS OPS CLINIC FIN,Admin Support Specialist
ECU,49,"JUL 01, 1999",Student Admissions / Recruitment Professional,75000.00,SODM STUAFF Management,Dir of Admissions
ECU,45,"JAN 19, 2016",Custodian / Housekeeper,31200.00,Hskp HSC Night 902461 HR,Housekeeper
ECU,31,"SEP 08, 2015",Administrative Assistant,38000.00,Al Hlth Commu Sci And Disord,Admin Support Associate
ECU,49,"FEB 13, 1995",Administrative Assistant,47521.00,HS Controller And Budget,Admin Support Specialist
ECU,58,"MAR 07, 1994",Communications Specialist,49911.00,Marketing,Public Communications Sp
ECU,42,"JUN 19, 2006",Housekeeping Lead/Supervisor,39640.00,Hskp Academic Night Supvr HR,Bldg Environmental Super
ECU,41,"NOV 19, 2018",Administrative Assistant,33204.00,BSOM FM Education,Admin Support Specialist
ECU,51,"AUG 13, 2001","Assoc/Asst Dean, Fine Arts",113750.00,Col Fine Arts and Communication,Assoc Dean CFAC Rsrch & Mktg
ECU,75,"AUG 22, 2005",Associate Professor,81578.00,Human Develo and Family Science,Associate Professor
ECU,26,"FEB 17, 2020",Event Planning Assistant,33482.00,Acad Aff Student Affairs,University Program Assoc
ECU,55,"OCT 08, 2007",Dietetic / Nutrition Professional,80654.00,BSOM FM Education,Nutrition Specialist
ECU,38,"JUL 02, 2018",Grounds / Landscape Worker,31200.00,Grounds Main South HR,Grounds Worker
ECU,55,"AUG 22, 2011",Assistant Professor,72492.00,Al Hlth Rehabilitation Studie,Clinical Asst Professor
ECU,40,"JUN 13, 2005",Carpenter (Journeyman),36764.00,FS HSC Bldg Trades West HR,Carpenter
ECU,49,"NOV 07, 1994",IT Technical Support/Paraprofessional,66670.00,IT Client Engamnt and Supp,Tech Support Analyst
ECU,54,"AUG 19, 1992",Chief Campus Academic Computing Administrator,143122.00,Vice Provost for Academic Succe,"Dir, Digital Lrn & Emerg Tech"
ECU,39,"JUN 13, 2016",Administrative Assistant,33051.00,BSOM Cardiovascular Science,Admin Support Specialist
ECU,41,"AUG 29, 2005",IT (Information Technology) Professional,75023.00,IT Client Engamnt and Supp,Tech Support Specialist
ECU,58,"OCT 12, 1998",General Maintenance Worker,39572.00,University Printing and Graphic,Vending Machine Tech
ECU,51,"MAY 12, 2014",Mason (Journeyman),37668.00,Bldg Mason Shop East HR,Mason
ECU,51,"AUG 15, 1994","Laboratory Professional, Life Sciences, Research Operations",60401.00,Biology,Research Operations Mgr
ECU,56,"FEB 13, 2012","Accounting Professional, Accountant",57116.00,Foundation,Accountant
ECU,47,"APR 01, 2000",IT Technical Support/Paraprofessional,67681.00,Academic Library Services,Tech Support Analyst
ECU,63,"SEP 25, 2006","Research Asst/Tech, Physical Science",52796.00,Physics,Research Operations Mgr
ECU,48,"AUG 24, 2015",Administrative Assistant,37600.00,Acad Aff Simulation and Safety,Admin Support Specialist
ECU,47,"JUL 17, 2017",Communications Specialist,44075.00,University Advancement Adm,University Program Assoc
ECU,37,"AUG 15, 2016",Assistant Professor,183418.00,BSOM OBGYN General,Assistant Professor
ECU,53,"MAY 05, 2008",Library Assistant,45228.00,Academic Library Services,Library Technician Univ
ECU,28,"SEP 04, 2018",Medical Billing Specialist,41000.00,BSOM Surgery,Medical Coder
ECU,33,"AUG 01, 2016",Fire Inspector,40218.00,Util Life Safety East HR,Life Safety Technician
ECU,26,"OCT 01, 2019","Student Admissions / Recruitment Professional, Admissions Counselor",38900.00,Admissions,Admissions Counselor
ECU,42,"NOV 02, 2009",Associate Professor,152126.00,BSOM Peds General,Associate Professor
ECU,52,"DEC 14, 2009",Administrative Assistant,37439.00,Student Health Services,Admin Support Specialist
ECU,40,"AUG 13, 2012",Associate Professor,76011.00,COE Interdisciplinary Professio,Associate Professor
ECU,40,"SEP 05, 2006","IT Network Support Professional, Network Administrator",88343.00,IT Network Services,Networking Specialist
ECU,37,"JUN 01, 2015",Assistant Professor,69854.00,COE Interdisciplinary Professio,Assistant Professor
ECU,69,"JUL 18, 1988","Academic Advising Professional, Advisor/Coordinator",62560.00,Student Development,Coordinator Athl Stud Dev
ECU,48,"FEB 08, 2008",Allied Health Technical/Paraprofessional,70181.00,BSOM Cardiovascular Science,Medical Diagnostic Speci
ECU,33,"OCT 14, 2019",Assistant Professor,140000.00,SODM GDD Management,Clinical Asst Professor
ECU,62,"JUL 01, 2002",Professor,96507.00,Al Hlth Commu Sci And Disord,Professor
ECU,57,"OCT 01, 2012","Accounting Professional, Accountant Sr.",75206.00,Accounting Services,Accountant
ECU,68,"AUG 16, 1999",Professor (Primary) and Department Chair/Head,202930.00,Geology,Professor/Chair
ECU,65,"JUN 01, 1988",Professor,150000.00,BSOM FM Research,Professor
ECU,35,"NOV 01, 2010",Student Affairs / Student Services Professional,49000.00,Dean of Students,Student Case Manager
ECU,51,"JUL 25, 2005",Medical Billing Specialist,52000.00,BSOM Emergency Medicine,Medical Coder
ECU,43,"AUG 16, 2014",Associate Professor,64273.00,COE Spec Ed Found and Research,Teaching Assoc Professor
ECU,55,"JAN 01, 1990",Medical Billing Specialist,55706.00,BSOM Surgery,Medical Coder
ECU,50,"MAR 01, 2006",Social / Human Service Paraprofessional,39683.00,Peds TB CAC,Social Work Practitioner
ECU,30,"JAN 14, 2019",Assistant Professor,47000.00,Academic Library Services,Library Asst Professor
ECU,34,"JAN 06, 2014","Lab Asst/Tech, Health/Medicine",55056.00,BSOM IM Dermatology,Medical Laboratory Techn
ECU,48,"JAN 01, 2004",Assistant Professor,63018.00,CON Baccalaureate Educ,Assistant Professor
ECU,42,"AUG 22, 2005",Professor,110172.00,COE Elem Ed Middle Grade Ed,Professor
ECU,42,"OCT 20, 2008",Computer Network Support Specialist/Technician,67015.00,Env Health and Safety,Networking Analyst
ECU,51,"MAR 05, 2001",Administrative Assistant,37899.00,BSOM ECUP Health Info Srvcs,Admin Support Specialist
ECU,49,"JUN 16, 2017",Administrative Assistant,31200.00,Admissions,Admin Support Associate
ECU,45,"JUL 01, 2019","Research Professional, Social Sciences, Research Associate",61398.00,Coastal Studies Institute,Research Associate
ECU,28,"JUL 01, 2019",Lab Mechanic,50753.00,Geology,Lab MechanicII
ECU,42,"FEB 08, 2010","Student Registration / Records Professional, Asst Registrar",35915.00,Registrar Office,Student Services Special
ECU,57,"MAR 29, 1993",Allied Health Technical/Paraprofessional,73505.00,BSOM OBGYN Maternal Fetal,Medical Diagnostic Speci
ECU,37,"FEB 05, 2018",Library Assistant,36563.00,Academic Library Services,Library Technician Univ
ECU,25,"MAR 12, 2018",Audiovisual Technical/Paraprofessional,40785.00,Creative Services,Brdcst and Emerging Medi
ECU,59,"AUG 01, 2003",Assistant Professor,209120.00,BSOM Emergency Medicine,Clinical Asst Professor
ECU,62,"SEP 01, 2004",Professor,176770.00,BSOM Peds Infectious Disease,Clinical Professor
ECU,42,"AUG 16, 2016",Instructor,52000.00,COE Elem Ed Middle Grade Ed,Teaching Instructor
ECU,51,"SEP 14, 2015",Administrative Assistant,33204.00,BSOM OBGYN General,Admin Support Specialist
ECU,47,"AUG 23, 2004","Dean, Arts and Sciences",239070.00,College of Arts and Sciences,Dean
ECU,53,"AUG 23, 2004",Associate Professor,62624.00,Foreign Languages,Associate Professor
ECU,50,"MAR 16, 2020",Administrative Assistant,31200.00,BSOM Peds General,Admin Support Associate
ECU,67,"AUG 19, 1996",Professor (Primary) and Department Chair/Head,132793.00,Anthropology,Professor
ECU,39,"JUN 28, 2004",IT Technical Support/Paraprofessional,70637.00,Chief of Staff,Tech Support Analyst
ECU,42,"FEB 25, 2002",Administrative Assistant,37754.00,Peds CDSA,Admin Support Specialist
ECU,42,"FEB 05, 2018",Administrative Assistant,33480.00,HS BSOM ECUP BUS OPS CLINIC FIN,Admin Support Specialist
ECU,55,"SEP 11, 1995",Custodian / Housekeeper,31200.00,Hskp Academic Day 902459 HR,Housekeeper
ECU,34,"MAY 15, 2007",Student Housing Professional,62000.00,Disability Support,Asst Dir Housing Ops
ECU,29,"JUN 11, 2018",Medical Technical/Paraprofessional,34461.00,BSOM IM Pulmonary,Medical or Nursing Asst
ECU,50,"DEC 19, 1990",Executive Assistant to CEO of System or Institution,83852.00,Chancellor Office,Asst To The Chancellor
ECU,53,"MAR 09, 1998",Administrative Assistant,36907.00,IM Hem Onc Admin,Admin Support Associate
ECU,48,"JUL 30, 2018","IT Systems Support Professional, Systems Administrator",75145.00,IT Enterprise Sys and Oper,Storage Network Analyst
ECU,59,"JUN 27, 2005",Administrative Assistant,31200.00,Athletics Administration,Admin Support Associate
ECU,34,"JUN 12, 2006",Custodian / Housekeeper,31200.00,Hskp Academic Day 902459 HR,Housekeeper
ECU,34,"MAY 21, 2012",Student Financial Aid Professional,35568.00,Financial Aid,Student Services Special
ECU,62,"NOV 24, 1997",Custodian / Housekeeper,31200.00,Hskp Academic Day 902457 HR,Housekeeper
ECU,38,"JAN 16, 2018",Office / Admin Support / Clerical Manager,39294.00,BSOM FM Clin Serv,Admin Support Supervisor
ECU,53,"DEC 06, 1996",Office / Admin Support / Clerical Manager,39952.00,BSOM Physical Med and Rehab,Admin Support Supervisor
ECU,48,"MAR 16, 2020",Medical Technical/Paraprofessional,32500.00,SODM CS Clinics Mgmt,Medical Support Technici
ECU,55,"AUG 15, 2016",Instructor,57100.00,School of Social Work,Teaching Instructor
ECU,39,"SEP 08, 2003",Housekeeping Lead/Supervisor,36036.00,Hskp Housing Day Supvr HR,Housekeeping Spvr I
ECU,34,"MAY 01, 2017",Administrative Assistant,31200.00,Graduate School,Admin Support Specialist
ECU,55,"NOV 17, 2008",Student Financial Aid Professional,56357.00,Financial Aid,Accountant
ECU,39,"MAR 16, 2020",Teacher / Classroom Professional,55700.00,COE ECUCS ECU,Univ Comm School Teacher
ECU,43,"JUN 21, 2010",Administrative Assistant,38556.00,BSOM IM Nephrology,University Program Assoc
ECU,59,"JUN 21, 1999",IT Technical Support/Paraprofessional,60268.00,IT Client Engamnt and Supp,Tech Support Analyst
ECU,39,"AUG 17, 2009",Associate Professor,63634.00,School of Theatre and Dance,Associate Professor
ECU,60,"SEP 01, 2009",Training Delivery Professional,57992.00,Clinical Skills,Asst Trainer
ECU,61,"JUN 15, 1988",Nursing Professional,154000.00,ECUP Executive Director,Nursing Admin Clin Oper
ECU,63,"JUN 01, 2008","Communications / Marketing Professional, Specialist",61927.00,News and Communications,Asst Dir Mktg Media Relations
ECU,68,"AUG 20, 1990",Professor,123535.00,School of Art,Professor
ECU,39,"AUG 12, 2013",Associate Professor,83973.00,Kinesiology,Associate Professor
ECU,66,"AUG 20, 2007",Associate Professor,82263.00,CET Technology Systems,Associate Professor
ECU,61,"AUG 21, 1989",Associate Professor,108190.00,Instrumental,Associate Professor
ECU,40,"APR 02, 2018",Assistant Professor,60000.00,Academic Library Services,Library Asst. Professor
ECU,56,"JUL 15, 1998","Lab Asst/Tech, Health/Medicine",38523.00,BSOM FM Firetower,Medical Laboratory Techn
ECU,57,"NOV 05, 1986","Technical / Creative Design Professional, Web Master (University)",99616.00,IT Enterprise Info Systems,Info Technology Manager
ECU,57,"APR 14, 2003","Lead HR Officer, College/ Division",115390.00,Health Sciences Human Resources,Mgr Faculty Personnel Admin
ECU,30,"JUN 29, 2015","Clerk, Materials",38728.00,Student Stores Admin,Support Services Associa
ECU,59,"MAR 08, 2004","Materials Management Professional, Buyer Sr.",64713.00,Purchasing,Purchasing Specialist
ECU,32,"AUG 19, 2019",Assistant Professor,250000.00,BSOM Emergency Medicine,Clinical Asst Professor
ECU,41,"JAN 02, 2007",Business Operations Professional,81000.00,Transit and Safe Ride,Dir of Transit
ECU,38,"JUL 18, 2016",Assistant Professor,173000.00,BSOM IM Nephrology,General Nephrologist
ECU,32,"JAN 28, 2019",IT (Information Technology) Professional,54000.00,School of Music,Instruct Tech Consultant Music
ECU,34,"JAN 07, 2013","Research Asst/Tech, Health/Medicine",40120.00,SODM CS Clinics Mgmt,Laboratory Assistant
ECU,41,"JAN 07, 2013",Social / Human Service Paraprofessional,48883.00,BSOM Peds General,Social Work Practitioner
ECU,47,"APR 14, 1997",Police Officer,60826.00,Police,Public Safety Supervis M
ECU,33,"JUN 12, 2017",Administrative Assistant,34020.00,Engineering and Arch Service HR,Admin Support Associate
ECU,39,"AUG 07, 2006",IT Technical Support/Paraprofessional,65699.00,IT Client Engamnt and Supp,Tech Support Analyst
ECU,35,"AUG 21, 2017",Medical Billing Specialist,16513.00,SODM CS Clinics Mgmt,Admin Support Specialist
ECU,55,"AUG 10, 2015",Custodian / Housekeeper,31200.00,Hskp Academic Day 902582 HR,Housekeeper
ECU,46,"JUL 13, 1998",Academic Services Professional,63800.00,COE Teacher Education,Instructional Consultant COE
ECU,64,"AUG 14, 2017",Instructor,38160.00,English,Teaching Instructor
ECU,53,"MAR 02, 2009",Social / Human Service Paraprofessional,36294.00,BSOM IM Infectious Disease,Social Work Practitioner
ECU,54,"JUN 08, 2015",Parking / Traffic Attendant,31200.00,IT Enterprise Sys and Oper,Property Security Officr
ECU,42,"OCT 11, 2004",Communications Specialist,43725.00,Housing Operations,Visual Arts Specialist
ECU,32,"FEB 04, 2019","Nursing Professional, Staff Nurse",53500.00,BSOM CVS StrucHeart Disease,ECU Staff Nurse
ECU,62,"NOV 11, 1996","IT Applications Professional, Programmer Analyst Supervisor",95868.00,BSOM ECUP Health Info Srvcs,Bus Tech Applic Special
ECU,66,"AUG 22, 2005",Instructor,64972.00,Management,Teaching Instructor
ECU,27,"FEB 01, 2016",Plumber (Journeyman),38827.00,FS HSC Plumbing West HR,Plumber
ECU,23,"JAN 28, 2019",Carpenter (Journeyman),35900.00,Bldg Carpentry Shop East HR,Carpenter
ECU,50,"JUN 25, 2007","Engineer, Facilities Construction",74887.00,Facilities Services Adm East HR,Engineer
ECU,31,"NOV 03, 2015",Administrative Assistant,45351.00,SODM CS Clinics Mgmt,University Program Assoc
ECU,53,"FEB 12, 2007",Business Operations Professional,81829.00,BSOM FM Firetower,Clinical Admin Mgr
ECU,60,"SEP 15, 2014",Nursing Professional,50509.00,BSOM Surg Pediatric Admin,Nurse Specialist
ECU,61,"JUN 29, 1998",Administrative Assistant,48403.00,Innovation and New Ventures,Business Services Coordi
ECU,37,"APR 22, 2019",Medical Billing Specialist,37000.00,BSOM IM Neuro Admin,Medical Coder
ECU,56,"JUN 18, 2018",Administrative Assistant,31200.00,BSOM Cardiovascular Science,Admin Support Specialist
ECU,27,"FEB 09, 2015",Administrative Assistant,39890.00,Purchasing,Admin Support Specialist
ECU,34,"NOV 04, 2019",Assistant Professor,150000.00,BSOM Peds Hema Onco,Clinical Asst Professor
ECU,52,"DEC 08, 2009",Executive Assistant,51310.00,Financial Services Admin,Executive Assistant
ECU,47,"NOV 04, 2019",Student Services Coordinator,40000.00,Student Media,Student Services Special
